observation_id;firm_id;period;year;quarter;split;sector;size_band;province;f_s2_peer_group;declared_packaging_tonnage;production_qty;f_s1_decl_lag1;f_s1_decl_lag2;f_s1_decl_lag3;f_s1_decl_lag4;f_s1_decl_qoq;f_s1_decl_yoy;f_s1_hist_median;f_s1_hist_std;f_s1_hist_p10;f_s1_hist_n;f_s1_z_own;f_s1_vs_hist_median_ratio;f_s1_below_hist_p10;f_s1_history_len;f_ratio_decl_per_prod;f_s1_ratio_hist_median;f_s1_ratio_hist_std;f_s1_ratio_z_own;f_s2_peer_median_prev;f_s2_peer_p10_prev;f_s2_peer_iqr_prev;f_s2_peer_n_prev;f_s2_vs_peer_median;f_s2_peer_z;f_s2_below_peer_p10;f_s3_bom_expected;f_s3_bom_gap_abs;f_s3_bom_gap_rel;f_s3_bom_coverage;f_s4_prod_lag1;f_s4_prod_lag4;f_s4_prod_qoq;f_s4_prod_yoy;f_s4_divergence_qoq;f_s4_divergence_yoy;f_s4_elasticity;f_s5_export_share;f_s5_import_share;f_s5_return_share;f_s5_domestic_derived;f_s5_decl_per_domestic;f_s5_export_share_lag1;f_s5_export_share_delta;f_s5_exemption_flag;f_s5_exempt_share;f_s5_correction_qty;f_s5_trade_data_missing;f_s5_dpd_hist_median;f_s5_dpd_hist_std;f_s5_dpd_vs_hist;f_s5_dpd_z_own;f_s2_dpd_vs_peer_median;f_s2_dpd_below_peer_p10;f_s6_quarter;f_s6_own_quarter_mean_prev;f_s6_seasonal_resid;f_s7_matrix_age_years;f_s7_matrix_stale_flag;f_s7_material_mix_entropy;f_s7_mix_plastik;f_s7_mix_kagit_karton;f_s7_mix_cam;f_s7_mix_metal;f_s7_mix_kompozit;f_s7_mix_ahsap;f_s7_mix_shift_l1;f_s8_external_available;f_s8_external_gap_abs;f_s8_external_gap_rel;f_avail_s1;f_avail_s2;f_avail_s3;f_avail_s4;f_avail_s5;f_avail_s6;f_avail_s7;f_avail_s8;f_active_signal_count;f_data_quality_score;f_data_freshness_days;f_missing_field_count;f_data_confidence_level;f_firm_age_years
SYN-FRM-000001-2025Q3;SYN-FRM-000001;2025Q3;2025;3;valid;gida_icecek;kucuk;Izmir;gida_icecek|kucuk;50.031;43403.42;89.1949;63.4503;80.4545;92.9467;-0.4390822793679908;-0.4617237621131251;87.92165;22.654747294603254;64.16985;10.0;-1.6725258290136036;0.5690407311509736;1;10.0;0.0011526971837703113;0.0014574853998019536;0.00010508389357488485;-2.9004275123708108;0.001126639915213678;5.6027043237798464e-05;0.0028339465680881377;57.0;1.0231283023127147;0.009194692959300288;0;27.6902;-22.340799999999998;-0.806812518508353;0.5063;61197.8;70133.67;-0.29076829559232525;-0.3811329137631041;-0.14831398377566557;-0.080590848350021;1.5100761878922686;0.21352604348358012;0.21098649275319112;0.009576124078413037;42736.94;0.0011706734267825445;0.2129761296481698;0.0005499138354103095;1;0.1944;0.0;0;0.0014404815295637518;0.00011225115594057879;0.8126958956128245;-2.4036109073480962;0.7987047014435914;0;3;0.0015417975759509696;-0.2523680139662069;0;0;0.6694840203411598;0.008868519255100347;0.036161652099002815;0.09024422906643693;0.007395429624492063;0.027666901854653824;0.829663268100314;0.1272982746071527;1;-0.3937999999999988;-0.00793356595456631;1;1;1;1;1;1;1;1;8;0.8873;102;0;yuksek;30
SYN-FRM-000001-2025Q4;SYN-FRM-000001;2025Q4;2025;4;valid;gida_icecek;kucuk;Izmir;gida_icecek|kucuk;36.7795;;50.031;89.1949;63.4503;80.4545;-0.26486578321440707;-0.5428534140414768;86.6484;24.545748248314542;63.4503;11.0;-2.0316716156096115;0.42446831101324434;1;11.0;;0.0014420998289281263;0.00013754946852513153;;0.0010492957579071233;6.514285857499702e-05;0.0029769061473762515;55.0;;;0;19.4722;-17.307299999999998;-0.8888209858156756;0.5063;43403.42;54175.94;;;;;;;;;;;0.21352604348358012;;1;0.2962;0.0;0;0.00143593665933739;0.00014150828230107907;;;;0;4;0.0012389882341568349;;0;0;0.380795462472653;0.0;0.0014029630797758523;0.09819382098082345;0.0034883752545589505;0.004135478380502077;0.8927793623043396;0.14213137223682432;0;;;1;1;1;0;1;1;1;0;6;0.6206;164;2;orta;30
SYN-FRM-000001-2026Q1;SYN-FRM-000001;2026Q1;2026;1;test;gida_icecek;kucuk;Izmir;gida_icecek|kucuk;84.7605;37002.13;36.7795;50.031;89.1949;63.4503;1.3045582457619054;0.3358565680540517;83.55144999999999;27.34611451716789;51.37293;12.0;0.04421286246135491;1.0144707243261488;0;12.0;0.00229069245473166;0.0014420998289281263;0.00013754946852513153;6.16936317459117;0.0008912643130690776;4.752918944060366e-05;0.0026313906620313173;60.0;2.5701606371331502;0.5318207447701002;0;33.617;-51.143499999999996;-1.5213582413659756;0.5063;;47011.75;;-0.212917408945636;;0.5487739769996877;;0.1272769908210147;0.2448372289325797;0.013893582873730992;42081.68;0.002014190022831788;;;0;0.0;0.0;0;0.00143593665933739;0.00014150828230107907;1.4027011635466091;4.086357025125083;1.5921041831806328;0;1;0.0015004207096073847;0.5267001048866259;1;0;0.3596492714857605;0.008444971419470156;0.0034957320921891687;0.08411701205160424;1.1797948336784235e-06;1.1797948336784235e-06;0.9039399248470691;0.04339660594922581;0;;;1;1;1;0;1;1;1;0;6;0.6566;290;1;orta;31
SYN-FRM-000001-2026Q2;SYN-FRM-000001;2026Q2;2026;2;test;gida_icecek;kucuk;Izmir;gida_icecek|kucuk;131.5229;60964.9;84.7605;36.7795;50.031;89.1949;0.551700379304039;0.47455628068420935;84.7605;26.195696825352233;52.71486;13.0;1.7851176211026873;1.5517003793040391;0;13.0;0.0021573544777404702;0.0014574853998019536;0.0002920179809077487;2.3966643278710023;0.0008821000694217381;4.5901487309557086e-05;0.002986562289584492;61.0;2.4457026504427404;0.42699742535627905;0;56.1;-75.4229;-1.3444367201426024;0.5063;37002.13;61197.8;0.6476051513791234;-0.0038056923614901423;-0.09590477207508441;0.4783619730456995;0.8519085713403483;0.16952347675049687;0.2817981687560898;0.007618853968765208;69848.66;0.0018829695515991285;0.1272769908210147;0.04224648592948216;0;0.0;0.0;0;0.0014404815295637518;0.0002295078791471221;1.3071806288063852;1.927986192368269;1.259942685972308;0;2;0.0016072592977019622;0.34225664821166485;1;0;0.5554999713357585;0.004600716224538674;0.013336830820464862;0.08748431833215484;0.013142188058362415;0.019040776138013884;0.8623951704264654;0.0907780192310704;0;;;1;1;1;1;1;1;1;0;7;0.7456;92;1;yuksek;31
SYN-FRM-000002-2023Q1;SYN-FRM-000002;2023Q1;2023;1;history;gida_icecek;kucuk;Hatay;gida_icecek|kucuk;54.7621;60581.7;;;;;;;;;;0.0;;;0;0.0;0.0009039379878742261;;;;;;;;;;0;38.187;-16.5751;-0.4340508550030115;0.7902;;;;;;;;0.25363787684047256;0.10950437033230517;0.006532714874181702;50331.65;0.0010880251293172386;;;0;0.0;0.0;0;;;;;;0;1;;;-2;0;0.4262186709886588;0.0009221706253047273;0.040126291723655595;0.04906312942710378;0.001871732457301674;0.007503364553222028;0.9005133112134123;;0;;;0;0;1;0;1;0;1;0;3;0.6752;394;1;orta;4
SYN-FRM-000002-2023Q2;SYN-FRM-000002;2023Q2;2023;2;history;gida_icecek;kucuk;Hatay;gida_icecek|kucuk;53.0919;73636.25;54.7621;;;;-0.030499195611563366;;;;;1.0;;;0;1.0;0.0007210022237688639;;;;0.0009625614441063908;5.91612539079436e-05;0.003038684048321887;58.0;0.7490454019153217;-0.07949468141346513;0;46.8532;-6.2387000000000015;-0.13315419224300584;0.7902;60581.7;;0.2154866898749953;;-0.24598588548655867;;-0.14153633168366953;;;0.03690763720314383;;;0.25363787684047256;;0;0.0;0.0;1;;;;;;0;2;0.0009039379878742261;-0.20237645342859056;-2;0;0.4476795630250077;0.012007458750847584;0.0326734724628946;0.05470880735327356;0.004725759059745348;1.8835229413094253e-06;0.8958826188502976;0.039169985308312665;1;2.171299999999995;0.039290160540829976;0;1;1;1;0;1;1;1;6;0.7313;6;2;orta;4
SYN-FRM-000002-2023Q3;SYN-FRM-000002;2023Q3;2023;3;history;gida_icecek;kucuk;Hatay;gida_icecek|kucuk;43.2661;57151.18;53.0919;54.7621;;;-0.1850715457536837;;53.927;;;2.0;;0.8023086765442172;0;2.0;0.0007570464861792881;0.0008124701058215449;;;0.000699630195879899;5.7264377437315817e-05;0.003387302357459249;56.0;1.0820666269659482;0.016950447359076592;0;36.15;-7.116100000000003;-0.19684923928077463;0.7902;73636.25;;-0.22387166646862108;;0.03880012071493738;;0.8266858806789836;0.28981978981932516;0.11480666320753986;0.02705770288165914;44104.78;0.0009809843740293002;;;0;0.0;0.0;0;;;;;0.48244419927579596;0;3;0.0007210022237688639;0.04999188798893233;-2;0;0.4707752818094851;0.013796052327462673;0.027920306938473628;0.03842278001201868;0.02359127259279804;0.0;0.896269588129247;0.04208215277723427;0;;;0;1;1;1;1;1;1;0;6;0.7584;399;1;yuksek;4
SYN-FRM-000002-2023Q4;SYN-FRM-000002;2023Q4;2023;4;history;gida_icecek;kucuk;Hatay;gida_icecek|kucuk;26.3598;43371.54;43.2661;53.0919;54.7621;;-0.3907516508305579;;53.0919;6.211466945362692;45.23126;3.0;-4.303669364280759;0.4964938154407734;1;3.0;0.00060776721324629;0.0007570464861792881;9.690355679034539e-05;-1.5404932272606828;0.0007784141962840298;5.4017395363211484e-05;0.003002232020313766;57.0;0.7807761165554673;-0.056840038305868604;0;26.9944;0.6345999999999989;0.023508579557241463;0.7902;57151.18;;-0.24110858253495376;;-0.14964306829560414;;1.6206459625878735;0.2677108059579206;0.1044548126049962;0.0012684202788666274;35403.57;0.0007445520324645226;0.28981978981932516;-0.022108983861404585;0;0.0;0.0;0;0.0010345047516732695;;0.7197183302060622;;0.45725914926768174;0;4;0.0007570464861792881;-0.1971864022332241;-2;0;0.4356043667182301;0.0;0.018289282503215133;0.053756302234092196;0.031013251288899344;0.0;0.8969411639737933;0.046854153525442345;0;;;1;1;1;1;1;1;1;0;7;0.8263;24;1;yuksek;4
SYN-FRM-000002-2024Q1;SYN-FRM-000002;2024Q1;2024;1;train;gida_icecek;kucuk;Hatay;gida_icecek|kucuk;38.9259;55931.99;26.3598;43.2661;53.0919;54.7621;0.47671454259895746;-0.28918175161288556;48.179;13.033970759359304;31.431690000000003;4.0;-0.7099218013325393;0.8079432947964881;0;4.0;0.0006959505642477587;0.000739024354974076;0.00012219021803145077;-0.35251423084645284;0.0006447018786788261;5.2249799835686236e-05;0.002649464599954522;58.0;1.079492067983353;0.0193430346530436;0;29.9498;-8.976099999999999;-0.29970483943131504;0.7902;43371.54;60581.7;0.2896011993118067;-0.07675106509061316;0.18711334328715074;-0.2124306865222724;1.6461069350948725;0.34648320592042675;0.09290287026912888;0.006768847828152971;39878.75;0.0009761063222894398;0.2677108059579206;0.07877239996250618;0;0.0;0.0;0;0.0009809843740293002;0.00017575159728625106;0.9950273909870508;-0.02775537642434835;1.4038865041504427;0;1;0.00060776721324629;0.1450939588044765;-1;0;0.4508187124317644;0.0;0.016315656967872207;0.05330140934804166;0.009792990767049103;0.022553165252865708;0.8980367776641713;0.04729755788648744;0;;;1;1;1;1;1;1;1;0;7;0.7954;163;1;yuksek;5
SYN-FRM-000002-2024Q2;SYN-FRM-000002;2024Q2;2024;2;train;gida_icecek;kucuk;Hatay;gida_icecek|kucuk;49.3002;78625.89;38.9259;26.3598;43.2661;53.0919;0.2665140690388661;-0.07141767388245675;43.2661;11.547332412206728;31.38624;5.0;0.522553589400555;1.1394648466120125;0;5.0;0.0006270224731319416;0.0007210022237688639;0.00010829606680136874;-0.8678039139620397;0.0006959505642477587;5.1719170504904816e-05;0.0028842028820161387;57.0;0.9009583515600417;-0.023898489092291066;0;39.506;-9.794199999999996;-0.247916772135878;0.7902;55931.99;73636.25;0.40574097220570915;0.06776064777877742;-0.13922690316684305;-0.13917832166123417;0.6568576685515124;0.39327247874278876;0.10608931320127139;0.006665741216666604;52779.76;0.0009340739707797079;0.34648320592042675;0.046789272822362005;0;0.0;0.0;0;0.00097854534815937;0.00014476957195938298;0.9545535856224628;-0.3071873238123484;0.6997203511487524;0;2;0.0007999442760609923;-0.21616731077886506;-1;0;0.5049926838852965;0.0;0.030018133800674234;0.05354745011176425;0.018113516780864987;0.014454302416623056;0.8838665968900735;0.04453808722068097;0;;;1;1;1;1;1;1;1;0;7;0.8574;31;1;yuksek;5
SYN-FRM-000002-2024Q3;SYN-FRM-000002;2024Q3;2024;3;train;gida_icecek;kucuk;Hatay;gida_icecek|kucuk;33.5602;67768.6;49.3002;38.9259;26.3598;43.2661;-0.3192684816694455;-0.2243303648815123;46.28315;10.616536586413984;32.642849999999996;6.0;-1.1984087179882748;0.7251062211625614;0;6.0;0.0004952175491304233;0.0007084763940083113;0.00010678689811563399;-1.9970506554742429;0.0006270224731319416;5.439624058257311e-05;0.0027548576505009533;55.0;0.789792344534064;-0.04784454978192809;0;34.5151;0.954899999999995;0.02766615191611773;0.7902;78625.89;57151.18;-0.13808797585629864;0.18577779146467327;-0.18118050581314685;-0.4101081563461856;2.31206576597004;0.4429864952699772;0.1206204807919017;0.009014183126230873;42231.07;0.0007946803147540425;0.39327247874278876;0.04971401652718843;0;0.0;0.0;0;0.0009761063222894398;0.00012551605005096074;0.8141329449543304;-1.445440702298524;0.9666640433150963;0;3;0.0006740123484504027;-0.2652693229301215;-1;0;0.49135779950127006;0.009704977041188792;0.03422516619437964;0.05125133715334579;0.01794094773257529;0.0;0.8868775718785106;0.03384596884666246;0;;;1;1;1;1;1;1;1;0;7;0.7172;358;1;orta;5
SYN-FRM-000002-2024Q4;SYN-FRM-000002;2024Q4;2024;4;train;gida_icecek;kucuk;Hatay;gida_icecek|kucuk;30.3628;51977.84;33.5602;49.3002;38.9259;26.3598;-0.09527356809554179;0.1518600292870204;43.2661;10.505012332759472;30.68004;7.0;-1.228299367127972;0.7017688213173824;1;7.0;0.0005841489373163641;0.0006959505642477587;0.00012900927108998908;-0.8666169957150487;0.0007024520327417964;5.0974232214854716e-05;0.003160760825393301;56.0;0.8315855177133248;-0.03742867681571937;0;26.633;-3.729800000000001;-0.14004430593624453;0.7902;67768.6;43371.54;-0.23300997807244075;0.19843196713789724;0.13773640997689895;-0.04657193785087685;0.40888192378577914;0.4166729572866616;0.10622458424733607;0.019471116768752395;32791.25;0.0009259421339534175;0.4429864952699772;-0.026313537983315594;0;0.0;0.0;0;0.0009550901465345739;0.0001278938089949619;0.9694814016384565;-0.2279079246306958;0.612765642941999;0;4;0.0006261320176548556;-0.06705148300151924;-1;0;0.5278612638810722;0.03197992280026875;0.02343986720592304;0.06842254337544627;0.0;0.0049270818238107165;0.8712305847945512;0.08874646760998245;0;;;1;1;1;1;1;1;1;0;7;0.8123;91;1;yuksek;5
