observation_id;firm_id;period;split;truth_anomaly_flag;anomaly_type;anomaly_type_aciklama;legitimate_cause;true_expected_tonnage;true_deficit_ratio;true_gap_tonnage;confirmed_correction_tonnage;audit_outcome;audit_cost_try;inspection_duration_days;label_confidence;generation_source;warning
SYN-FRM-000002-2024Q1;SYN-FRM-000002;2024Q1;train;0;N00_normal;Normal kayit;;37.0171;0.0;0.0;0.0;bulgu_yok;33745.71;13;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000002-2024Q2;SYN-FRM-000002;2024Q2;train;0;N00_normal;Normal kayit;;48.8282;0.0;0.0;0.0;bulgu_yok;20844.45;16;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000002-2024Q3;SYN-FRM-000002;2024Q3;train;0;N00_normal;Normal kayit;;42.6596;0.0;9.0994;0.0;bulgu_yok;29985.21;17;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000002-2024Q4;SYN-FRM-000002;2024Q4;train;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);mevsimsel_uretim_duraklamasi;32.9176;0.0;2.5548;0.0;aciklandi_uygun;33098.68;14;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000002-2025Q1;SYN-FRM-000002;2025Q1;train;0;N00_normal;Normal kayit;;40.9545;0.0;4.2378;0.0;bulgu_yok;37425.61;10;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000002-2025Q2;SYN-FRM-000002;2025Q2;train;0;N09_veri_eksikligi;Kritik alanlar eksik - risk degerlendirilemiyor, ayri kuyruga gider;;45.7398;0.0;0.0;0.0;veri_incelemesi_gerekli;30528.24;13;dusuk;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000002-2025Q3;SYN-FRM-000002;2025Q3;valid;0;N00_normal;Normal kayit;;35.8067;0.0;0.0;0.0;bulgu_yok;29131.91;10;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000002-2025Q4;SYN-FRM-000002;2025Q4;valid;0;N00_normal;Normal kayit;;32.0326;0.0;0.0;0.0;bulgu_yok;28418.7;13;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000002-2026Q1;SYN-FRM-000002;2026Q1;test;0;N00_normal;Normal kayit;;41.3222;0.0;0.0;0.0;bulgu_yok;32825.97;11;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000002-2026Q2;SYN-FRM-000002;2026Q2;test;0;N00_normal;Normal kayit;;59.7304;0.0;0.0;0.0;bulgu_yok;27721.48;17;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000003-2023Q1;SYN-FRM-000003;2023Q1;history;0;N00_normal;Normal kayit;;68.7019;0.0;0.0;0.0;bulgu_yok;19365.06;9;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000003-2023Q2;SYN-FRM-000003;2023Q2;history;0;N00_normal;Normal kayit;;42.3647;0.0;3.4047;0.0;bulgu_yok;29142.43;3;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000003-2023Q3;SYN-FRM-000003;2023Q3;history;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;44.1876;0.0;5.3192;0.0;aciklandi_uygun;30549.49;8;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000003-2023Q4;SYN-FRM-000003;2023Q4;history;0;N00_normal;Normal kayit;;69.1611;0.0;0.0;0.0;bulgu_yok;27628.77;10;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000003-2024Q1;SYN-FRM-000003;2024Q1;train;0;N00_normal;Normal kayit;;48.84;0.0;0.0;0.0;bulgu_yok;34148.4;8;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000003-2024Q2;SYN-FRM-000003;2024Q2;train;0;N00_normal;Normal kayit;;47.0306;0.0;0.0;0.0;bulgu_yok;41712.2;9;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000003-2024Q3;SYN-FRM-000003;2024Q3;train;0;N00_normal;Normal kayit;;76.6573;0.0;16.5084;0.0;bulgu_yok;20149.64;9;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000003-2024Q4;SYN-FRM-000003;2024Q4;train;0;N00_normal;Normal kayit;;80.7932;0.0;1.2445;0.0;bulgu_yok;50381.55;11;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000003-2025Q1;SYN-FRM-000003;2025Q1;train;0;N00_normal;Normal kayit;;54.796;0.0;2.9022;0.0;bulgu_yok;39429.5;8;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000003-2025Q2;SYN-FRM-000003;2025Q2;train;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);mevsimsel_uretim_duraklamasi;33.6858;0.0;1.2099;0.0;aciklandi_uygun;33401.43;14;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000003-2025Q3;SYN-FRM-000003;2025Q3;valid;0;N00_normal;Normal kayit;;47.1902;0.0;0.0;0.0;bulgu_yok;32004.27;9;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000003-2025Q4;SYN-FRM-000003;2025Q4;valid;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;44.5416;0.0;4.3693;0.0;aciklandi_uygun;21603.57;11;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000003-2026Q1;SYN-FRM-000003;2026Q1;test;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;22.1648;0.0;0.9524;0.0;aciklandi_uygun;38216.95;15;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000003-2026Q2;SYN-FRM-000003;2026Q2;test;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);mevsimsel_uretim_duraklamasi;17.6519;0.0;2.8458;0.0;aciklandi_uygun;26605.88;11;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000004-2023Q1;SYN-FRM-000004;2023Q1;history;0;N00_normal;Normal kayit;;43.0725;0.0;9.7373;0.0;bulgu_yok;23362.08;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000004-2023Q2;SYN-FRM-000004;2023Q2;history;0;N00_normal;Normal kayit;;53.4212;0.0;1.8478;0.0;bulgu_yok;16442.09;4;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000004-2023Q3;SYN-FRM-000004;2023Q3;history;0;N00_normal;Normal kayit;;44.4374;0.0;0.0;0.0;bulgu_yok;29048.35;7;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000004-2023Q4;SYN-FRM-000004;2023Q4;history;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);mevsimsel_uretim_duraklamasi;39.2437;0.0;1.8331;0.0;aciklandi_uygun;20664.22;10;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000004-2024Q1;SYN-FRM-000004;2024Q1;train;0;N00_normal;Normal kayit;;50.8045;0.0;0.0;0.0;bulgu_yok;18950.3;8;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000004-2024Q2;SYN-FRM-000004;2024Q2;train;0;N00_normal;Normal kayit;;54.7423;0.0;0.0;0.0;bulgu_yok;20194.32;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000004-2024Q3;SYN-FRM-000004;2024Q3;train;0;N00_normal;Normal kayit;;49.3304;0.0;0.0;0.0;bulgu_yok;22651.02;5;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000004-2024Q4;SYN-FRM-000004;2024Q4;train;0;N00_normal;Normal kayit;;42.4303;0.0;0.0;0.0;bulgu_yok;22108.22;3;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000004-2025Q1;SYN-FRM-000004;2025Q1;train;0;N00_normal;Normal kayit;;47.9929;0.0;0.7898;0.0;bulgu_yok;16460.47;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000004-2025Q2;SYN-FRM-000004;2025Q2;train;0;N00_normal;Normal kayit;;63.8237;0.0;10.3786;0.0;bulgu_yok;13316.21;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000004-2025Q3;SYN-FRM-000004;2025Q3;valid;1;N00_normal;Normal kayit;;45.6246;0.0;3.4849;0.0;bulgu_yok;20928.75;7;dusuk;anomalies.inject_anomalies + anomalies.build_audit_labels;etiket_gurultusu_uygulandi
SYN-FRM-000004-2025Q4;SYN-FRM-000004;2025Q4;valid;0;N00_normal;Normal kayit;;49.4873;0.0;7.3405;0.0;bulgu_yok;17771.17;4;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000004-2026Q1;SYN-FRM-000004;2026Q1;test;0;N00_normal;Normal kayit;;60.7569;0.0;6.2267;0.0;bulgu_yok;17988.44;3;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000004-2026Q2;SYN-FRM-000004;2026Q2;test;0;N00_normal;Normal kayit;;57.1114;0.0;0.0;0.0;bulgu_yok;15117.48;2;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000005-2023Q1;SYN-FRM-000005;2023Q1;history;0;N00_normal;Normal kayit;;10.5638;0.0;0.3985;0.0;bulgu_yok;16035.91;2;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000005-2023Q2;SYN-FRM-000005;2023Q2;history;0;N00_normal;Normal kayit;;11.3272;0.0;0.0;0.0;bulgu_yok;15189.02;7;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000005-2023Q3;SYN-FRM-000005;2023Q3;history;1;A01_tarihsel_dusus;Firma kendi gecmis beyan seviyesinden aciklanamayan sekilde dustu;;8.7663;0.2341;2.1266;2.0097;dogrulandi_eksik_beyan;26345.54;9;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000005-2023Q4;SYN-FRM-000005;2023Q4;history;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;9.6896;0.0;0.4466;0.0;aciklandi_uygun;21387.2;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000005-2024Q1;SYN-FRM-000005;2024Q1;train;0;N00_normal;Normal kayit;;10.5962;0.0;0.0;0.0;bulgu_yok;20129.54;4;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000005-2024Q2;SYN-FRM-000005;2024Q2;train;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;9.4966;0.0;1.3977;0.0;aciklandi_uygun;16426.51;5;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000005-2024Q3;SYN-FRM-000005;2024Q3;train;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);mevsimsel_uretim_duraklamasi;7.8726;0.0;2.8494;0.0;aciklandi_uygun;19418.32;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000005-2024Q4;SYN-FRM-000005;2024Q4;train;0;N00_normal;Normal kayit;;8.9487;0.0;0.0;0.0;bulgu_yok;15654.52;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000005-2025Q1;SYN-FRM-000005;2025Q1;train;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);gec_duzeltme_beyannamesi;12.4056;0.0;6.0939;0.0;aciklandi_uygun;16162.94;5;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000005-2025Q2;SYN-FRM-000005;2025Q2;train;0;N00_normal;Normal kayit;;7.9247;0.0;0.0;0.0;bulgu_yok;18733.97;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000005-2025Q3;SYN-FRM-000005;2025Q3;valid;0;N00_normal;Normal kayit;;6.2033;0.0;0.0;0.0;bulgu_yok;24946.53;4;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000005-2025Q4;SYN-FRM-000005;2025Q4;valid;0;N00_normal;Normal kayit;;7.1049;0.0;0.0;0.0;bulgu_yok;20932.96;3;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000005-2026Q1;SYN-FRM-000005;2026Q1;test;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;4.7005;0.0;0.0;0.0;aciklandi_uygun;19562.07;7;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000005-2026Q2;SYN-FRM-000005;2026Q2;test;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;6.2808;0.0;0.4337;0.0;aciklandi_uygun;15486.95;7;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000006-2023Q1;SYN-FRM-000006;2023Q1;history;0;N00_normal;Normal kayit;;155.0547;0.0;0.0;0.0;bulgu_yok;25841.91;12;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000006-2023Q2;SYN-FRM-000006;2023Q2;history;0;N00_normal;Normal kayit;;224.3983;0.0;0.0;0.0;bulgu_yok;32139.91;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000006-2023Q3;SYN-FRM-000006;2023Q3;history;0;N00_normal;Normal kayit;;142.023;0.0;30.7027;0.0;bulgu_yok;14705.91;16;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000006-2023Q4;SYN-FRM-000006;2023Q4;history;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);mevsimsel_uretim_duraklamasi;99.3104;0.0;0.0;0.0;aciklandi_uygun;42549.85;12;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000006-2024Q1;SYN-FRM-000006;2024Q1;train;0;N00_normal;Normal kayit;;132.0022;0.0;7.4118;0.0;bulgu_yok;22501.95;8;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000006-2024Q2;SYN-FRM-000006;2024Q2;train;0;N00_normal;Normal kayit;;176.4308;0.0;1.1969;0.0;bulgu_yok;23933.17;13;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000006-2024Q3;SYN-FRM-000006;2024Q3;train;0;N00_normal;Normal kayit;;139.3243;0.0;24.6765;0.0;bulgu_yok;35823.68;9;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000006-2024Q4;SYN-FRM-000006;2024Q4;train;0;N00_normal;Normal kayit;;115.1076;0.0;0.0;0.0;bulgu_yok;25368.39;8;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000006-2025Q1;SYN-FRM-000006;2025Q1;train;0;N09_veri_eksikligi;Kritik alanlar eksik - risk degerlendirilemiyor, ayri kuyruga gider;;141.5341;0.0;0.0;0.0;veri_incelemesi_gerekli;48525.55;7;dusuk;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000006-2025Q2;SYN-FRM-000006;2025Q2;train;0;N00_normal;Normal kayit;;200.5416;0.0;0.0;0.0;bulgu_yok;34902.05;8;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000006-2025Q3;SYN-FRM-000006;2025Q3;valid;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;90.9182;0.0;0.0;0.0;aciklandi_uygun;34665.33;13;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000006-2025Q4;SYN-FRM-000006;2025Q4;valid;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);mevsimsel_uretim_duraklamasi;97.6128;0.0;0.0;0.0;aciklandi_uygun;34503.79;10;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000006-2026Q1;SYN-FRM-000006;2026Q1;test;0;N00_normal;Normal kayit;;154.2151;0.0;14.5326;0.0;bulgu_yok;25426.31;7;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000006-2026Q2;SYN-FRM-000006;2026Q2;test;0;N00_normal;Normal kayit;;213.6257;0.0;29.1196;0.0;bulgu_yok;29772.19;5;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000007-2023Q1;SYN-FRM-000007;2023Q1;history;0;N00_normal;Normal kayit;;1517.3151;0.0;0.0;0.0;bulgu_yok;149997.65;31;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000007-2023Q2;SYN-FRM-000007;2023Q2;history;0;N00_normal;Normal kayit;;2101.5682;0.0;0.0;0.0;bulgu_yok;120216.97;29;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
