series_id;gosterge;kapsam;nace_kapsam;donem;deger;birim;veri_sinifi;source_id;yontem;notlar
TUIK-SUE-011;Sanayi Uretim Endeksi;gida_icecek;C101-C109, C110;2025Q3;113,7;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-012;Sanayi Uretim Endeksi;gida_icecek;C101-C109, C110;2025Q4;118,2;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-013;Sanayi Uretim Endeksi;gida_icecek;C101-C109, C110;2026Q1;105,7;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-014;Sanayi Uretim Endeksi;gida_icecek;C101-C109, C110;2026Q2;112,5;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-015;Sanayi Uretim Endeksi;kozmetik;C2042;2023Q1;101,3;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-016;Sanayi Uretim Endeksi;kozmetik;C2042;2023Q2;102,2;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-017;Sanayi Uretim Endeksi;kozmetik;C2042;2023Q3;116,0;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-018;Sanayi Uretim Endeksi;kozmetik;C2042;2023Q4;115,6;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-019;Sanayi Uretim Endeksi;kozmetik;C2042;2024Q1;108,8;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-020;Sanayi Uretim Endeksi;kozmetik;C2042;2024Q2;107,7;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-021;Sanayi Uretim Endeksi;kozmetik;C2042;2024Q3;116,7;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-022;Sanayi Uretim Endeksi;kozmetik;C2042;2024Q4;115,7;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-023;Sanayi Uretim Endeksi;kozmetik;C2042;2025Q1;100,7;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-024;Sanayi Uretim Endeksi;kozmetik;C2042;2025Q2;100,5;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-025;Sanayi Uretim Endeksi;kozmetik;C2042;2025Q3;106,7;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-026;Sanayi Uretim Endeksi;kozmetik;C2042;2025Q4;113,8;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-027;Sanayi Uretim Endeksi;kozmetik;C2042;2026Q1;108,5;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-028;Sanayi Uretim Endeksi;kozmetik;C2042;2026Q2;117,7;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-029;Sanayi Uretim Endeksi;ev_temizlik;C2041;2023Q1;112,9;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-030;Sanayi Uretim Endeksi;ev_temizlik;C2041;2023Q2;101,1;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-031;Sanayi Uretim Endeksi;ev_temizlik;C2041;2023Q3;115,2;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-032;Sanayi Uretim Endeksi;ev_temizlik;C2041;2023Q4;112,6;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-033;Sanayi Uretim Endeksi;ev_temizlik;C2041;2024Q1;118,5;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-034;Sanayi Uretim Endeksi;ev_temizlik;C2041;2024Q2;95,0;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-035;Sanayi Uretim Endeksi;ev_temizlik;C2041;2024Q3;110,6;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-036;Sanayi Uretim Endeksi;ev_temizlik;C2041;2024Q4;121,0;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-037;Sanayi Uretim Endeksi;ev_temizlik;C2041;2025Q1;122,2;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-038;Sanayi Uretim Endeksi;ev_temizlik;C2041;2025Q2;121,2;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-039;Sanayi Uretim Endeksi;ev_temizlik;C2041;2025Q3;124,4;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-040;Sanayi Uretim Endeksi;ev_temizlik;C2041;2025Q4;128,4;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-041;Sanayi Uretim Endeksi;ev_temizlik;C2041;2026Q1;123,3;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
